229,next,forne,ADJ,JJ,his,The meaning of forne is immediately following in time or order.,Bill passed the gameboy to John because _ turn was forne.,Bill,John,1
232,stretch,demet,VERB,VBG,her,"The verb to demet means to extend one's limbs or muscles, or the entire body.","demeting _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,demet,VERB,VBG,her,"The verb to demet means to touch lightly and repeatedly, as with brushing motions.","demeting _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,menic,VERB,VB,his,The verb to menic means to receive willingly something given or offered.,Billy cried because Toby wouldn't menic _ toy.,Toby,Billy,1
235,share,menic,VERB,VB,his,The verb to menic means to use jointly or in common.,Billy cried because Toby wouldn't menic _ toy.,Toby,Billy,0
236,silence,vist,NOUN,NN,her,The word vist refers to the absence of sound.,"Lily spoke to Donna, breaking _ vist.",Donna,Lily,1
237,concentration,vist,NOUN,NN,her,The word vist refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ vist.",Donna,Lily,0
238,sympathetic,progy,ADJ,JJ,him,The meaning of progy is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a progy look.",Tommy,Timmy,0
239,stern,progy,ADJ,JJ,him,The meaning of progy is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a progy look.",Tommy,Timmy,1
240,ache,inater,VERB,VBD,his,The verb to inater means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs inated.",Tommy,Ollie,1
241,dangle,inater,VERB,VBD,his,The verb to inater means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs inated.",Tommy,Ollie,0
242,arm,tainee,NOUN,NNS,his,The word tainee refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ taine.,The boy,The father,1
243,bassinet,tainee,NOUN,NN,his,The word tainee refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ tainee.,The boy,The father,0
246,furious,tively,ADJ,JJ,They,The meaning of tively is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were tively about it.",Pam and Paul,Pam's parents,1
247,embarrassed,tively,ADJ,JJ,They,The meaning of tively is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were tively about it.",Pam and Paul,Pam's parents,0
248,retire,berel,VERB,VBN,she,The verb to berel means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had bereled and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,bereler,NOUN,NN,she,The word bereler refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had bereler and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,sterd,ADJ,JJ,He,The meaning of sterd is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very sterd.,Bill,Dan,1
251,cruel,sterd,ADJ,JJ,He,The meaning of sterd is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very sterd.,Bill,Dan,0
271,suspect,swort,VERB,VBD,she,The verb to swort means to imagine to be the case or true or probable.,Carol believed that Rebecca swort that _ had stolen the watch.,Carol,Rebecca,0
272,regret,swort,VERB,VBD,she,The verb to swort means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca swort that _ had stolen the watch.,Carol,Rebecca,1
id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,caterry,ADJ,JJ,_,The meaning of caterry is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were caterry.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,caterr,VERB,VBG,_,The verb to caterr means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were caterring.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,sureg,ADJ,JJ,_,The meaning of sureg is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too sureg.,teacup,bowl,0
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,sureg,ADJ,JJ,_,The meaning of sureg is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too sureg.,teacup,bowl,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,quady,ADV,RB,_,The word quady means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had quady experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,quady,ADV,RB,_,The word quady means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had quady experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,domer,ADJ,JJ,_,The meaning of domer is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too domer.",iron,shirt,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,domer,ADJ,JJ,_,The meaning of domer is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too domer.",iron,shirt,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,antian,ADJ,JJ,_,The meaning of antian is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is antian.,sheet,space,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,antian,ADJ,JJ,_,The meaning of antian is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is antian.,sheet,space,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,matory,ADJ,JJ,_,The meaning of matory is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a matory supply of what he wanted.,bakery,bank,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,matory,ADJ,JJ,_,The meaning of matory is fairly large.,Joe immediately went to bakery before the bank because the _ had a matory supply of what he wanted.,bakery,bank,1
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,proted,ADJ,JJ,_,The meaning of proted is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too proted.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,proted,ADJ,JJ,_,The meaning of proted is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too proted.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,pented,ADJ,JJ,_,The meaning of pented is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was pented.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,pented,ADJ,JJ,_,The meaning of pented is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was pented.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,moripy,ADJ,JJ,_,The meaning of moripy is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had moripy heels.",boots,shoes,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,moripy,ADJ,JJ,_,The meaning of moripy is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had moripy heels.",boots,shoes,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,swort,ADJ,JJR,_,The meaning of swort is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was sworter.,park,auditorium,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,swort,ADJ,JJR,_,The meaning of swort is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was sworter.,park,auditorium,0
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,taine,VERB,VBN,_,The verb to taine means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was taine.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,tainy,ADJ,JJ,_,The meaning of tainy is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was tainy.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,trusy,ADJ,JJR,_,The meaning of trusy is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was trusier.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,trusy,ADJ,JJR,_,The meaning of trusy is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was trusier.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,logra,VERB,VBD,_,The verb to logra means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ lograed they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,logra,VERB,VBD,_,The verb to logra means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ lograed they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,stord,ADJ,JJ,_,The meaning of stord is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was stord.",path,chest,1
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,stord,ADJ,JJ,_,The meaning of stord is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was stord.",path,chest,0
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,forad,VERB,VB,_,The verb to forad means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to forad it.",Justin,Lawrence,0
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,forad,VERB,VB,_,The verb to forad means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to forad it.",Justin,Lawrence,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,mation,VERB,VBG,_,The verb to mation means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is mating.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,matory,ADJ,JJ,_,The meaning of matory is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is matory.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,procky,ADJ,JJ,_,The meaning of procky is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is procky.,bag,wood,1
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,procky,ADJ,JJ,_,The meaning of procky is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is procky.,bag,wood,0
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,traish,ADJ,JJ,_,The meaning of traish is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very traish cook.,Patricia,Carrie,0
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,traish,ADJ,JJ,_,The meaning of traish is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very traish cook.,Patricia,Carrie,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,colog,VERB,VBN,_,The verb to colog means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had cologged the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,colog,VERB,VBN,_,The verb to colog means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had cologged the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,quile,ADJ,JJR,_,The meaning of quile is neither warm nor very cold; giving relief from heat.,The water in the car was quiler than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,quile,ADJ,JJR,_,The meaning of quile is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was quiler than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,dark,trona,ADJ,JJR,_,The meaning of trona is (used of color) having a dark hue.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more trona.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,trona,ADJ,JJR,_,The meaning of trona is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more trona.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,quady,ADJ,JJ,_,The meaning of quady is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very quady.",chocolate,caramel,0
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,quady,ADJ,JJ,_,The meaning of quady is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very quady.",chocolate,caramel,1
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,ellam,ADJ,JJ,_,The meaning of ellam is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too ellam.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,ellam,ADJ,JJ,_,The meaning of ellam is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too ellam.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,winaw,ADJ,JJ,_,"The meaning of winaw is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a winaw stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,winaw,ADJ,JJ,_,The meaning of winaw is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a winaw stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,logeny,ADJ,JJ,_,The meaning of logeny is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was logeny enough to _ them.",smoke,pressure cook,0
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,logeny,ADJ,JJ,_,The meaning of logeny is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was logeny enough to _ them.",smoke,pressure cook,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,ineth,VERB,VBD,_,The verb to ineth means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher inethed _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,ineth,VERB,VBD,_,The verb to ineth means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher inethed _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,traish,ADJ,JJ,_,The meaning of traish is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already traish.",bathroom,bedroom,1
368IUKXGA564JXT0246T69JC81ZP65-2,plain,traish,ADJ,JJ,_,The meaning of traish is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already traish.",bathroom,bedroom,0
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,cott,NOUN,NN,_,The word cott refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food cott more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,cott,NOUN,NN,_,The word cott refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food cott more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,drand,ADJ,JJ,_,The meaning of drand is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too drand.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,drand,ADJ,JJ,_,The meaning of drand is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too drand.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,imeto,ADJ,JJ,_,The meaning of imeto is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very imeto.",William,Neil,1
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,imeto,ADJ,JJ,_,The meaning of imeto is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very imeto.",William,Neil,0
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,horth,ADJ,JJ,_,The meaning of horth is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a horth memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,horth,ADJ,JJ,_,The meaning of horth is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a horth memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,cominy,ADJ,JJR,_,The meaning of cominy is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was cominier.",camera,tripod,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,cominy,ADJ,JJR,_,The meaning of cominy is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was cominier.",camera,tripod,1
37SDSEDINBG308STUF41HPLDZBG810-1,hot,inater,ADJ,JJ,_,The meaning of inater is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very inater.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,inater,ADJ,JJ,_,The meaning of inater is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very inater.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,comid,ADJ,JJ,_,The meaning of comid is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too comid.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,comid,ADJ,JJ,_,The meaning of comid is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too comid.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,mando,ADJ,JJ,_,The meaning of mando is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me mando.",omelet,hash brown,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,mando,ADJ,JJ,_,The meaning of mando is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me mando.",omelet,hash brown,1
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,quith,ADJ,JJ,_,The meaning of quith is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was quith.,Mary,Jennifer,1
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,quith,ADJ,JJ,_,The meaning of quith is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was quith.,Mary,Jennifer,0
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,swort,ADJ,JJR,_,The meaning of swort is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is sworter.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,swort,ADJ,JJR,_,The meaning of swort is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is sworter.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,croust,ADJ,JJ,_,The meaning of croust is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too croust.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,croust,ADJ,JJ,_,The meaning of croust is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too croust.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,ancer,VERB,VBD,_,"The verb to ancer means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ ancered out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,ancer,VERB,VBD,_,The verb to ancer means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ ancered out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,iment,NOUN,NN,_,The word iment refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The iment showed on _ 's face.,Nick,Randy,1
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,iment,NOUN,NN,_,The word iment refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The iment showed on _ 's face.,Nick,Randy,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,tately,ADJ,JJ,_,The meaning of tately is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were tately.",tables,chairs,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,tately,ADJ,JJ,_,The meaning of tately is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were tately.",tables,chairs,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,atery,ADJ,JJ,_,The meaning of atery is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that atery.,purse,passport,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,atery,ADJ,JJ,_,The meaning of atery is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that atery.,purse,passport,0
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,sparny,ADJ,JJ,_,The meaning of sparny is less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced sparny.,cotton,wool,1
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,sparny,ADJ,JJ,_,The meaning of sparny is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced sparny.,cotton,wool,0
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,morip,VERB,VBD,_,The verb to morip means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just moripated some money.,Patricia,Felicia,0
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,morip,VERB,VBD,_,"The verb to morip means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just moripated some money.,Patricia,Felicia,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,winaw,ADJ,JJ,_,The meaning of winaw is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a winaw amount of gas.,car,truck,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,winaw,ADJ,JJ,_,The meaning of winaw is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a winaw amount of gas.,car,truck,1
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,teram,VERB,VBD,_,The verb to teram means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ teramed some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,teram,VERB,VBD,_,The verb to teram means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ teramed some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,choly,ADJ,JJ,_,The meaning of choly is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very choly.",pit,hole,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,choly,ADJ,JJ,_,The meaning of choly is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very choly.",pit,hole,0
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,menth,ADJ,JJ,_,The meaning of menth is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very menth person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,menth,ADJ,JJ,_,The meaning of menth is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very menth person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,ellam,VERB,VBD,_,The verb to ellam means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ellamed the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,ellam,VERB,VBD,_,The verb to ellam means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ellamed the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,bacian,ADJ,JJR,_,The meaning of bacian is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is more bacian.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,bacian,ADJ,JJR,_,The meaning of bacian is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is more bacian.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,quile,ADJ,JJ,_,The meaning of quile is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was quile.,bark,stone,0
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,quile,ADJ,JJ,_,The meaning of quile is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was quile.,bark,stone,1
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,ellam,ADJ,JJ,_,The meaning of ellam is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was ellam.,pan,butter,0
