212,receive,passpole,VERB,VBD,he,The verb to passpole means to get something; come into possession of.,Joe paid the detective after _ passpoles the final report on the case.,the detective,Joe,1
213,deliver,passpole,VERB,VBD,he,"The verb to passpole means to bring to a destination, make a delivery.",Joe paid the detective after _ passpoles the final report on the case.,the detective,Joe,0
218,slow,scapilth,ADJ,JJ,his,The meaning of scapilth is not moving quickly; taking a comparatively long time.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was scapilth.",Dan,Bill,0
219,quick,scapilth,ADJ,JJR,his,The meaning of scapilth is accomplished rapidly and without delay.,"Dan took the rear seat while Bill claimed the front because _ ""Dibs!"" was more scapilth.",Dan,Bill,1
220,move,xivety,VERB,VBD,his,"The verb to xivety means to change location; move, travel, or proceed, also metaphorically.","Tom said ""Check"" to Ralph as he xivety _ bishop.",Tom,Ralph,0
221,take,xivety,VERB,VBD,his,The verb to xivety means to take into one's possession.,"Tom said ""Check"" to Ralph as he xivety _ bishop.",Tom,Ralph,1
222,strip,sionymprol,NOUN,NN,she,The word sionymprol refers to an airfield without normal airport facilities.,"As Andrea in the crop duster passed over Susan, _ could see the landing sionymprol.",Susan,Andrea,1
223,gear,sionymprol,NOUN,NN,she,The word sionymprol refers to equipment consisting of miscellaneous articles needed for a particular operation or sport etc..,"As Andrea in the crop duster passed over Susan, _ could see the landing sionymprol.",Susan,Andrea,0
226,full,euctonort,ADJ,JJ,he,The meaning of euctonort is filled to satisfaction with food or drink.,Bill passed the half-empty plate to John because _ was euctonort.,Bill,John,0
227,hungry,euctonort,ADJ,JJ,he,The meaning of euctonort is feeling hunger; feeling a need or desire to eat food.,Bill passed the half-empty plate to John because _ was euctonort.,Bill,John,1
228,over,enategral,ADV,RB,his,The word enategral means having come or been brought to a conclusion.,Bill passed the gameboy to John because _ turn was enategral.,Bill,John,0
229,next,enategral,ADJ,JJ,his,The meaning of enategral is immediately following in time or order.,Bill passed the gameboy to John because _ turn was enategral.,Bill,John,1
232,stretch,summourry,VERB,VBG,her,"The verb to summourry means to extend one's limbs or muscles, or the entire body.","summourry _ back, the woman smiled at the girl.",The girl,The woman,1
233,pat,summourry,VERB,VBG,her,"The verb to summourry means to touch lightly and repeatedly, as with brushing motions.","summourry _ back, the woman smiled at the girl.",The girl,The woman,0
234,accept,peppoody,VERB,VB,his,The verb to peppoody means to receive willingly something given or offered.,Billy cried because Toby wouldn't peppoody _ toy.,Toby,Billy,1
235,share,peppoody,VERB,VB,his,The verb to peppoody means to use jointly or in common.,Billy cried because Toby wouldn't peppoody _ toy.,Toby,Billy,0
236,silence,rigendsh,NOUN,NN,her,The word rigendsh refers to the absence of sound.,"Lily spoke to Donna, breaking _ rigendsh.",Donna,Lily,1
237,concentration,rigendsh,NOUN,NN,her,The word rigendsh refers to complete attention; intense mental effort.,"Lily spoke to Donna, breaking _ rigendsh.",Donna,Lily,0
238,sympathetic,horadfir,ADJ,JJ,him,The meaning of horadfir is expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings; disposed toward.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a horadfir look.",Tommy,Timmy,0
239,stern,horadfir,ADJ,JJ,him,The meaning of horadfir is of a stern or strict bearing or demeanor; forbidding in aspect.,"When Tommy dropped his ice cream, Timmy giggled, so father gave _ a horadfir look.",Tommy,Timmy,1
240,ache,horybody,VERB,VBD,his,The verb to horybody means to feel physical pain.,"As Ollie carried Tommy up the long winding steps, _ legs horybodyed.",Tommy,Ollie,1
241,dangle,horybody,VERB,VBD,his,The verb to horybody means to hang freely.,"As Ollie carried Tommy up the long winding steps, _ legs horybodyed.",Tommy,Ollie,0
242,arm,isequouncer,NOUN,NNS,his,The word isequouncer refers to a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb.,The father carried the sleeping boy in _ isequouncers.,The boy,The father,1
243,bassinet,isequouncer,NOUN,NN,his,The word isequouncer refers to a basket (usually hooded) used as a baby's bed.,The father carried the sleeping boy in _ isequouncer.,The boy,The father,0
246,furious,pentistiva,ADJ,JJ,They,The meaning of pentistiva is marked by extreme anger.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were pentistiva about it.",Pam and Paul,Pam's parents,1
247,embarrassed,pentistiva,ADJ,JJ,They,The meaning of pentistiva is made to feel uncomfortable because of shame or wounded pride.,"Pam's parents came home and found her having sex with her boyfriend, Paul. _ were pentistiva about it.",Pam and Paul,Pam's parents,0
248,retire,pritudione,VERB,VBN,she,The verb to pritudione means to go into retirement; stop performing one's work or withdraw from one's position.,Dr. Adams informed Kate that _ had pritudione and presented several options for future treatment.,Kate,Dr. Adams,1
249,cancer,pritudionee,NOUN,NN,she,The word pritudionee refers to any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream.,Dr. Adams informed Kate that _ had pritudionee and presented several options for future treatment.,Kate,Dr. Adams,0
250,compassionate,wandirely,ADJ,JJ,He,The meaning of wandirely is showing or having compassion.,Dan had to stop Bill from toying with the injured bird. _ is very wandirely.,Bill,Dan,1
251,cruel,wandirely,ADJ,JJ,He,The meaning of wandirely is (of persons or their actions) able or disposed to inflict pain or suffering.,Dan had to stop Bill from toying with the injured bird. _ is very wandirely.,Bill,Dan,0
271,suspect,warterlin,VERB,VBD,she,The verb to warterlin means to imagine to be the case or true or probable.,Carol believed that Rebecca warterlined that _ had stolen the watch.,Carol,Rebecca,0
272,regret,warterlin,VERB,VBD,she,The verb to warterlin means to feel remorse for; feel sorry for; be contrite about.,Carol believed that Rebecca warterlined that _ had stolen the watch.,Carol,Rebecca,1
id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,dirroatery,ADJ,JJ,_,The meaning of dirroatery is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were dirroatery.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,dirroatery,VERB,VBG,_,The verb to dirroatery means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were dirroatering.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,emusymb,ADJ,JJ,_,The meaning of emusymb is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too emusymb.,teacup,bowl,0
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,emusymb,ADJ,JJ,_,The meaning of emusymb is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too emusymb.,teacup,bowl,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,sleonimb,ADV,RB,_,The word sleonimb means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had sleonimb experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,sleonimb,ADV,RB,_,The word sleonimb means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had sleonimb experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,orherpt,ADJ,JJ,_,The meaning of orherpt is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too orherpt.",iron,shirt,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,orherpt,ADJ,JJ,_,The meaning of orherpt is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too orherpt.",iron,shirt,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,ensierty,ADJ,JJ,_,The meaning of ensierty is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is ensierty.,sheet,space,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,ensierty,ADJ,JJ,_,The meaning of ensierty is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is ensierty.,sheet,space,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,ntignotic,ADJ,JJ,_,The meaning of ntignotic is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a ntignotic supply of what he wanted.,bakery,bank,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,ntignotic,ADJ,JJ,_,The meaning of ntignotic is fairly large.,Joe immediately went to bakery before the bank because the _ had a ntignotic supply of what he wanted.,bakery,bank,1
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,sionymprol,ADJ,JJ,_,The meaning of sionymprol is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too sionymprol.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,sionymprol,ADJ,JJ,_,The meaning of sionymprol is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too sionymprol.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,orecaust,ADJ,JJ,_,The meaning of orecaust is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was orecaust.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,orecaust,ADJ,JJ,_,The meaning of orecaust is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was orecaust.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,iticiace,ADJ,JJ,_,The meaning of iticiace is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had iticiace heels.",boots,shoes,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,iticiace,ADJ,JJ,_,The meaning of iticiace is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had iticiace heels.",boots,shoes,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,warterliny,ADJ,JJR,_,The meaning of warterliny is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more warterliny.,park,auditorium,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,warterliny,ADJ,JJR,_,The meaning of warterliny is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more warterliny.,park,auditorium,0
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,bineactic,VERB,VBN,_,The verb to bineactic means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was bineacticked.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,bineacticed,ADJ,JJ,_,The meaning of bineacticed is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was bineacticed.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,cioxect,ADJ,JJR,_,The meaning of cioxect is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more cioxect.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,cioxect,ADJ,JJR,_,The meaning of cioxect is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more cioxect.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,thpirapa,VERB,VBD,_,The verb to thpirapa means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ thpirapa they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,thpirapa,VERB,VBD,_,The verb to thpirapa means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ thpirapa they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,patellund,ADJ,JJ,_,The meaning of patellund is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was patellund.",path,chest,1
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,patellund,ADJ,JJ,_,The meaning of patellund is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was patellund.",path,chest,0
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,rateeratic,VERB,VB,_,The verb to rateeratic means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to rateeratic it.",Justin,Lawrence,0
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,rateeratic,VERB,VB,_,The verb to rateeratic means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to rateeratic it.",Justin,Lawrence,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,awyatery,VERB,VBG,_,The verb to awyatery means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is awyatering.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,awyatery,ADJ,JJ,_,The meaning of awyatery is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is awyatery.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,vousibish,ADJ,JJ,_,The meaning of vousibish is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is vousibish.,bag,wood,1
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,vousibish,ADJ,JJ,_,The meaning of vousibish is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is vousibish.,bag,wood,0
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,nnegally,ADJ,JJ,_,The meaning of nnegally is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very nnegally cook.,Patricia,Carrie,0
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,nnegally,ADJ,JJ,_,The meaning of nnegally is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very nnegally cook.,Patricia,Carrie,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,epmaina,VERB,VBN,_,The verb to epmaina means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had epmained the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,epmaina,VERB,VBN,_,The verb to epmaina means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had epmained the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,arkitone,ADJ,JJR,_,The meaning of arkitone is neither warm nor very cold; giving relief from heat.,The water in the car was more arkitone than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,arkitone,ADJ,JJR,_,The meaning of arkitone is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was more arkitone than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,dark,pummiane,ADJ,JJR,_,The meaning of pummiane is (used of color) having a dark hue.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more pummiane.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,pummiane,ADJ,JJR,_,The meaning of pummiane is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more pummiane.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,sleonimb,ADJ,JJ,_,The meaning of sleonimb is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very sleonimb.",chocolate,caramel,0
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,sleonimb,ADJ,JJ,_,The meaning of sleonimb is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very sleonimb.",chocolate,caramel,1
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,dorboboy,ADJ,JJ,_,The meaning of dorboboy is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too dorboboy.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,dorboboy,ADJ,JJ,_,The meaning of dorboboy is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too dorboboy.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,conteenceo,ADJ,JJ,_,"The meaning of conteenceo is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a conteenceo stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,conteenceo,ADJ,JJ,_,The meaning of conteenceo is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a conteenceo stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,ofalanal,ADJ,JJ,_,The meaning of ofalanal is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was ofalanal enough to _ them.",smoke,pressure cook,0
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,ofalanal,ADJ,JJ,_,The meaning of ofalanal is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was ofalanal enough to _ them.",smoke,pressure cook,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,iverboth,VERB,VBD,_,The verb to iverboth means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher iverbothed _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,iverboth,VERB,VBD,_,The verb to iverboth means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher iverbothed _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,aphaftow,ADJ,JJ,_,The meaning of aphaftow is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already aphaftow.",bathroom,bedroom,1
368IUKXGA564JXT0246T69JC81ZP65-2,plain,aphaftow,ADJ,JJ,_,The meaning of aphaftow is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already aphaftow.",bathroom,bedroom,0
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,plogyrines,NOUN,NN,_,The word plogyrines refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food plogyrines more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,plogyrines,NOUN,NN,_,The word plogyrines refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food plogyrines more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,moreadhory,ADJ,JJ,_,The meaning of moreadhory is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too moreadhory.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,moreadhory,ADJ,JJ,_,The meaning of moreadhory is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too moreadhory.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,dulairism,ADJ,JJ,_,The meaning of dulairism is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very dulairism.",William,Neil,1
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,dulairism,ADJ,JJ,_,The meaning of dulairism is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very dulairism.",William,Neil,0
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,nschilly,ADJ,JJ,_,The meaning of nschilly is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a nschilly memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,nschilly,ADJ,JJ,_,The meaning of nschilly is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a nschilly memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,mornhole,ADJ,JJR,_,The meaning of mornhole is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more mornhole.",camera,tripod,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,mornhole,ADJ,JJR,_,The meaning of mornhole is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more mornhole.",camera,tripod,1
37SDSEDINBG308STUF41HPLDZBG810-1,hot,mumbranny,ADJ,JJ,_,The meaning of mumbranny is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very mumbranny.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,mumbranny,ADJ,JJ,_,The meaning of mumbranny is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very mumbranny.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,headmosioned,ADJ,JJ,_,The meaning of headmosioned is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too headmosioned.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,headmosioned,ADJ,JJ,_,The meaning of headmosioned is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too headmosioned.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,etheematic,ADJ,JJ,_,The meaning of etheematic is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me etheematic.",omelet,hash brown,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,etheematic,ADJ,JJ,_,The meaning of etheematic is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me etheematic.",omelet,hash brown,1
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,sifferanty,ADJ,JJ,_,The meaning of sifferanty is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was sifferanty.,Mary,Jennifer,1
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,sifferanty,ADJ,JJ,_,The meaning of sifferanty is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was sifferanty.,Mary,Jennifer,0
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,undeadried,ADJ,JJR,_,The meaning of undeadried is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more undeadried.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,undeadried,ADJ,JJR,_,The meaning of undeadried is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more undeadried.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,spriburry,ADJ,JJ,_,The meaning of spriburry is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too spriburry.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,spriburry,ADJ,JJ,_,The meaning of spriburry is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too spriburry.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,rdirry,VERB,VBD,_,"The verb to rdirry means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ rdirry out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,rdirry,VERB,VBD,_,The verb to rdirry means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ rdirry out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,lyflote,NOUN,NN,_,The word lyflote refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The lyflote showed on _ 's face.,Nick,Randy,1
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,lyflote,NOUN,NN,_,The word lyflote refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The lyflote showed on _ 's face.,Nick,Randy,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,alameliny,ADJ,JJ,_,The meaning of alameliny is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were alameliny.",tables,chairs,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,alameliny,ADJ,JJ,_,The meaning of alameliny is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were alameliny.",tables,chairs,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,guliblety,ADJ,JJ,_,The meaning of guliblety is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that guliblety.,purse,passport,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,guliblety,ADJ,JJ,_,The meaning of guliblety is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that guliblety.,purse,passport,0
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,bostorpeny,ADJ,JJ,_,The meaning of bostorpeny is less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced bostorpeny.,cotton,wool,1
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,bostorpeny,ADJ,JJ,_,The meaning of bostorpeny is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced bostorpeny.,cotton,wool,0
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,rieguird,VERB,VBD,_,The verb to rieguird means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just rieguird some money.,Patricia,Felicia,0
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,rieguird,VERB,VBD,_,"The verb to rieguird means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just rieguird some money.,Patricia,Felicia,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,nvenioned,ADJ,JJ,_,The meaning of nvenioned is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a nvenioned amount of gas.,car,truck,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,nvenioned,ADJ,JJ,_,The meaning of nvenioned is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a nvenioned amount of gas.,car,truck,1
